DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Placenta growth factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	placenta growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0010626	GCST90011999	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	E-selectin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	11	e-selectin measurement	http://www.ebi.ac.uk/efo/EFO_0004575	GCST90012000	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Epidermal growth factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	1	epidermal growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0010947	GCST90012001	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Osteoprotegerin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	9	osteoprotegerin measurement	http://www.ebi.ac.uk/efo/EFO_0005918	GCST90012002	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Interleukin-1-receptor antagonist levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	interleukin 1 receptor antagonist measurement	http://www.ebi.ac.uk/efo/EFO_0004754	GCST90012004	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Interleukin-6 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	interleukin-6 measurement	http://www.ebi.ac.uk/efo/EFO_0004810	GCST90012005	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Cystatin-B levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	cystatin B measurement	http://www.ebi.ac.uk/efo/EFO_0010593	GCST90012006	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Monocyte chemoattractant protein-1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	monocyte chemotactic protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010596	GCST90012007	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Kallikrein-6 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	kallikrein‐6 measurement	http://www.ebi.ac.uk/efo/EFO_0010622	GCST90012008	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Galectin-3 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	12	galectin-3 measurement	http://www.ebi.ac.uk/efo/EFO_0008137	GCST90012009	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Proteinase-activated receptor 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	proteinase-activated receptor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010926	GCST90012010	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	TNF-related apoptosis-inducing ligand levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	TNF-related apoptosis-inducing ligand measurement	http://www.ebi.ac.uk/efo/EFO_0008300	GCST90012011	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	kallikrein-11 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	kallikrein-11 measurement	http://www.ebi.ac.uk/efo/EFO_0010573	GCST90012012	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Angiopoietin-1 receptor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	11	angiopoietin-1 receptor measurement	http://www.ebi.ac.uk/efo/EFO_0010600	GCST90012013	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tissue factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	9	tissue factor measurement	http://www.ebi.ac.uk/efo/EFO_0010623	GCST90012014	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tumor necrosis factor receptor 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	tumor necrosis factor receptor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010931	GCST90012015	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Platelet-derived growth factor subunit B levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	platelet-derived growth factor BB measurement	http://www.ebi.ac.uk/efo/EFO_0008264	GCST90012016	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Interleukin-27 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	15	interleukin-27 measurement	http://www.ebi.ac.uk/efo/EFO_0010916	GCST90012017	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Macrophage colony-stimulating factor 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	macrophage colony stimulating factor measurement	http://www.ebi.ac.uk/efo/EFO_0008217	GCST90012018	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-X-C motif chemokine 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	chemokine (C-X-C motif) ligand 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008083	GCST90012019	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Lectin-like oxidized LDL receptor 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	lectin-like oxidized LDL receptor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010918	GCST90012020	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	TNF-related apoptosis-inducing ligand receptor 2 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	TNF-related apoptosis-inducing ligand receptor 2 measurement	http://www.ebi.ac.uk/efo/EFO_0010930	GCST90012021	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Fibroblast growth factor 23 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	fibroblast growth factor 23 measurement	http://www.ebi.ac.uk/efo/EFO_0009381	GCST90012022	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Stem cell factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	17	stem Cell Factor measurement	http://www.ebi.ac.uk/efo/EFO_0008291	GCST90012023	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Interleukin-18 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	10	interleukin 18 measurement	http://www.ebi.ac.uk/efo/EFO_0004581	GCST90012024	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Interleukin-6 receptor subunit alpha levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	interleukin 6 receptor subunit alpha measurement	http://www.ebi.ac.uk/efo/EFO_0008187	GCST90012025	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tumor necrosis factor receptor 2 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	tumor necrosis factor receptor II measurement	http://www.ebi.ac.uk/efo/EFO_0008384	GCST90012026	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Matrix metalloproteinase-3 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	matrix metalloproteinase measurement	http://www.ebi.ac.uk/efo/EFO_0004744	GCST90012027	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Heat shock 27 kDa protein levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	heat shock 27 kDa protein measurement	http://www.ebi.ac.uk/efo/EFO_0010915	GCST90012028	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tumor necrosis factor ligand superfamily member 14 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	tumor necrosis factor ligand superfamily member 14 measurement	http://www.ebi.ac.uk/efo/EFO_0010613	GCST90012029	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Myeloperoxidase levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	11	myeloperoxidase measurement	http://www.ebi.ac.uk/efo/EFO_0005243	GCST90012031	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Resistin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	15	resistin measurement	http://www.ebi.ac.uk/efo/EFO_0004819	GCST90012034	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tumor necrosis factor receptor superfamily member 6 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	tumor necrosis factor receptor superfamily member 6 measurement	http://www.ebi.ac.uk/efo/EFO_0010610	GCST90012035	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Pappalysin-1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	13	pappalysin‐1 measurement	http://www.ebi.ac.uk/efo/EFO_0010618	GCST90012036	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Pentraxin-related protein PTX3 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	pentraxin-related protein PTX3 measurement	http://www.ebi.ac.uk/efo/EFO_0010923	GCST90012037	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Renin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	5	renin measurement	http://www.ebi.ac.uk/efo/EFO_0010616	GCST90012038	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Chitinase-3-like protein 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	5	YKL40 measurement	http://www.ebi.ac.uk/efo/EFO_0004869	GCST90012039	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	ST2 protein levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	10	ST2 protein measurement	http://www.ebi.ac.uk/efo/EFO_0010599	GCST90012040	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Kidney injury molecule 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	10	kidney injury molecule 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010917	GCST90012041	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Membrane-bound aminopeptidase P levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	membrane-bound aminopeptidase P measurement	http://www.ebi.ac.uk/efo/EFO_0010920	GCST90012043	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	TNF-related activation-induced cytokine levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	TNF-related activation-induced cytokine measurement	http://www.ebi.ac.uk/efo/EFO_0010929	GCST90012044	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Hepatocyte growth factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	hepatocyte growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0006903	GCST90012045	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	P-selectin glycoprotein ligand 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	P-selectin glycoprotein ligand 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010922	GCST90012046	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Myoglobin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	myoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0005057	GCST90012047	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Thrombomodulin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	5	thrombomodulin measurement	http://www.ebi.ac.uk/efo/EFO_0007774	GCST90012048	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Pro-interleukin-16 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	10	pro‐interleukin‐16 measurement	http://www.ebi.ac.uk/efo/EFO_0010629	GCST90012049	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Matrix metalloproteinase-10 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	matrix metalloproteinase 10 measurement	http://www.ebi.ac.uk/efo/EFO_0010589	GCST90012050	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Urokinase plasminogen activator surface receptor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	urokinase plasminogen activator surface receptor measurement	http://www.ebi.ac.uk/efo/EFO_0010932	GCST90012051	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-C motif chemokine 4 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	CCL4 measurement	http://www.ebi.ac.uk/efo/EFO_0004751	GCST90012052	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Cathepsin D levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	cathepsin D measurement	http://www.ebi.ac.uk/efo/EFO_0010611	GCST90012053	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Receptor for advanced glycosylation end products levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	14	advanced glycosylation end product-specific receptor ligand measurement	http://www.ebi.ac.uk/efo/EFO_0010762	GCST90012054	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-C motif chemokine 3 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	C-C motif chemokine 3 measurement	http://www.ebi.ac.uk/efo/EFO_0008051	GCST90012055	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Matrix metalloproteinase-7 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	matrix metalloproteinase 7 measurement	http://www.ebi.ac.uk/efo/EFO_0010591	GCST90012056	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-X-C motif chemokine 6 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	C-X-C motif chemokine 6 measurement	http://www.ebi.ac.uk/efo/EFO_0008059	GCST90012057	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Melusin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	1	melusin measurement	http://www.ebi.ac.uk/efo/EFO_0010919	GCST90012058	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-X-C motif chemokine 16 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	14	C-X-C motif chemokine 16 measurement	http://www.ebi.ac.uk/efo/EFO_0010911	GCST90012059	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Dickkopf-related protein 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	9	dickkopf‐related protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010620	GCST90012060	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	SIR2-like protein 2 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	SIR2-like protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0010928	GCST90012061	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Galanin peptide levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	galanin peptides measurement	http://www.ebi.ac.uk/efo/EFO_0010615	GCST90012062	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Agouti-related protein levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	5	Agouti-related protein measurement	http://www.ebi.ac.uk/efo/EFO_0008016	GCST90012063	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tumor necrosis factor receptor superfamily member 5 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	tumor necrosis factor, receptor superfamily, member 5 measurement	http://www.ebi.ac.uk/efo/EFO_0010607	GCST90012065	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tissue-type plasminogen activator levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	tissue plasminogen activator measurement	http://www.ebi.ac.uk/efo/EFO_0004791	GCST90012066	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Proheparin-binding EGF-like growth factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	proheparin-binding EGF-like growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0010924	GCST90012067	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Endothelial cell-specific molecule 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	endothelial cell-specific molecule 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010912	GCST90012068	Genome-wide genotyping array
